timestamp,ret,equity,drawdown,benchmark_equity,active_ret
2024-07-14,0.02389292446652025,111664171.79605097,-0.06005805693087169,116619465.62559049,-6.63260868509763e-05
2024-07-15,0.026548469630440552,114628684.66978672,-0.03510403680092366,119720040.36432695,-3.864189595703671e-05
2024-07-16,-0.010361720278603381,113440934.30333416,-0.045102018869546054,118527724.26154381,-0.0004025179666534706
2024-07-17,-0.014039785523796255,111848247.91609628,-0.0585085817217237,116916309.34528883,-0.00044452815853013306
2024-07-18,0.028662798694107705,115054131.730404,-0.03152280272738351,120266572.86990665,7.57049387867248e-06
2024-07-19,-0.005278447753476745,114446824.50724344,-0.036634859013620576,119674652.26043203,-0.0003567093572650615
2024-07-20,-0.04036939124782479,109826675.87163939,-0.07552532330461563,114932907.6947012,-0.0007474289010113155
2024-07-21,-0.0357894133816653,105896043.56853512,-0.10861172966974811,110902763.35165812,-0.0007242225335538643
2024-07-22,-0.028886311955544253,102837097.4191565,-0.1343606493200208,107772813.09047763,-0.0006638388034928555
2024-07-23,0.017035056912382496,104588933.22639605,-0.11961443371558957,109616713.64842074,-7.408689733789942e-05
2024-07-24,-0.0007095749232858273,104514719.54212539,-0.12023913323624777,110247845.42086323,-0.006467198477543845
2024-07-25,0.0,104514719.54212539,-0.12023913323624777,112816127.55794854,-0.023295531330168595
2024-07-26,0.0,104514719.54212539,-0.12023913323624777,111409075.26146373,0.012472084682769169
2024-07-27,0.0,104514719.54212539,-0.12023913323624777,112107974.48378053,-0.0062732701144549985
2024-07-28,0.0,104514719.54212539,-0.12023913323624777,114486781.55473511,-0.021218892606954753
2024-07-29,0.0,104514719.54212539,-0.12023913323624777,113490850.82163553,0.008699089271047789
2024-07-30,0.0,104514719.54212539,-0.12023913323624777,115285913.77365014,-0.015816807601837235
2024-07-31,0.0,104514719.54212539,-0.12023913323624777,112982313.28725526,0.019981630114132898
2024-08-01,0.0,104514719.54212539,-0.12023913323624777,111805294.83335169,0.010417723090082376
2024-08-02,0.0,104514719.54212539,-0.12023913323624777,110573691.01795025,0.011015612607946368
2024-08-03,0.0,104514719.54212539,-0.12023913323624777,106475070.53586371,0.03706686865884923
2024-08-04,0.0,104514719.54212539,-0.12023913323624777,108262054.35620818,-0.016783119385138656
2024-08-05,0.0,104514719.54212539,-0.12023913323624777,106765778.04799694,0.0138208748864872
2024-08-06,0.0,104514719.54212539,-0.12023913323624777,106936583.19947807,-0.0015998117992859218
2024-08-07,0.0,104514719.54212539,-0.12023913323624777,108710008.06213228,-0.01658389308498931
2024-08-08,0.0,104514719.54212539,-0.12023913323624777,110393817.1196855,-0.015488997632957968
2024-08-09,0.0,104514719.54212539,-0.12023913323624777,112876830.56532045,-0.022492323487129262
2024-08-10,0.0,104514719.54212539,-0.12023913323624777,112656547.42285919,0.0019515355043016047
2024-08-11,0.0,104514719.54212539,-0.12023913323624777,111265740.83609244,0.01234554598541282
2024-08-12,0.0,104514719.54212539,-0.12023913323624777,111115422.73966764,0.0013509827490048032
2024-08-13,0.0,104514719.54212539,-0.12023913323624777,105249117.12111704,0.0527947018866568
2024-08-14,0.0,104514719.54212539,-0.12023913323624777,100501582.13854282,0.04510759911753881
2024-08-15,0.0,104514719.54212539,-0.12023913323624777,96368315.11756809,0.04112638759534104
2024-08-16,0.0,104514719.54212539,-0.12023913323624777,93408661.20667575,0.030711898483247402
2024-08-17,0.0,104514719.54212539,-0.12023913323624777,94715707.60982522,-0.01399277525515008
2024-08-18,0.0,104514719.54212539,-0.12023913323624777,92084947.59641926,0.027775329771521973
2024-08-19,0.0,104514719.54212539,-0.12023913323624777,91081111.00644232,0.010901201729260457
2024-08-20,0.0,104514719.54212539,-0.12023913323624777,94977133.3576777,-0.042775305529154206
2024-08-21,0.0,104514719.54212539,-0.12023913323624777,94008324.13562573,0.010200447073965613
2024-08-22,0.0,104514719.54212539,-0.12023913323624777,96339777.40828526,-0.024800498190946874
2024-08-23,0.0,104514719.54212539,-0.12023913323624777,93577160.51792428,0.028675765760316163
2024-08-24,0.0,104514719.54212539,-0.12023913323624777,93074276.6840181,0.005374001851764287
2024-08-25,0.0,104514719.54212539,-0.12023913323624777,90356442.11700958,0.029200705757138623
2024-08-26,0.0,104514719.54212539,-0.12023913323624777,89484587.52760245,0.009649058428817914
2024-08-27,0.0,104514719.54212539,-0.12023913323624777,91998197.09908238,-0.02808986039863659
2024-08-28,0.0,104514719.54212539,-0.12023913323624777,87023463.26372544,0.054074253542155115
2024-08-29,0.0,104514719.54212539,-0.12023913323624777,88337653.01916212,-0.015101556593467347
2024-08-30,0.0,104514719.54212539,-0.12023913323624777,89115690.36755729,-0.008807539274632958
2024-08-31,0.0,104514719.54212539,-0.12023913323624777,87528290.5245176,0.017812798582297562
2024-09-01,0.0,104514719.54212539,-0.12023913323624777,83583053.36933348,0.045073851340430515
2024-09-02,0.0,104514719.54212539,-0.12023913323624777,83876274.77714474,-0.0035081442468438695
2024-09-03,0.0,104514719.54212539,-0.12023913323624777,82555746.27622357,0.015743766690041516
2024-09-04,0.0,104514719.54212539,-0.12023913323624777,83269493.4363666,-0.00864563876335045
2024-09-05,0.0,104514719.54212539,-0.12023913323624777,83427644.57531376,-0.0018992686567502748
2024-09-06,0.0,104514719.54212539,-0.12023913323624777,87804002.2298717,-0.052456924522269244
2024-09-07,0.0,104514719.54212539,-0.12023913323624777,87236842.80699956,0.006459380079136934
2024-09-08,0.0,104514719.54212539,-0.12023913323624777,84484352.94229719,0.031551919763899705
2024-09-09,0.0,104514719.54212539,-0.12023913323624777,85070405.71839128,-0.00693682031860221
2024-09-10,0.0,104514719.54212539,-0.12023913323624777,85771376.83444306,-0.00823989388709645
2024-09-11,0.0,104514719.54212539,-0.12023913323624777,89604842.9571929,-0.044694002407694056
2024-09-12,0.0,104514719.54212539,-0.12023913323624777,92106929.1540843,-0.027923559869266423
2024-09-13,0.0,104514719.54212539,-0.12023913323624777,93269306.98466045,-0.012619873892784295
2024-09-14,0.0,104514719.54212539,-0.12023913323624777,97748630.04336838,-0.04802569251902589
2024-09-15,0.0,104514719.54212539,-0.12023913323624777,94147529.6792211,0.036840417738331355
2024-09-16,-0.020545254190536877,102367438.06247975,-0.1383140438707961,92333113.86949587,-0.0012732051425450308
2024-09-17,-0.028749502732408394,99424425.12219284,-0.16308708662101057,89706197.06513025,-0.00029907260743156083
2024-09-18,-0.011577157951220829,98273372.8483439,-0.1727761596106155,88694857.14097446,-0.00030324425023620094
2024-09-19,-0.04317905047235682,94030021.92203651,-0.20849489956672557,84893931.57160872,-0.0003250937505547835
2024-09-20,0.021244253608496022,96027619.55456069,-0.191679964480703,86721259.0420228,-0.0002805766895648265
2024-09-21,-0.0062186347636191686,95430458.8613311,-0.1967066115537132,86208638.72630939,-0.00030750845645832747
2024-09-22,-0.04623533245186029,91018199.86984389,-0.2338471484249086,82254610.4214478,-0.0003695310277753716
2024-09-23,-0.031658411216397675,88136708.2701881,-0.25810233045468856,79680161.9802928,-0.00035988061775626967
2024-09-24,0.010957109836523093,89102431.86333413,-0.2499732762020201,80575164.86740184,-0.0002753332818832277
2024-09-25,-0.0007018865659589313,89039892.06341499,-0.25049970988356407,82832885.02965358,-0.028721936738579146
2024-09-26,0.0,89039892.06341499,-0.25049970988356407,88224923.8640624,-0.06509538853413721
2024-09-27,0.0,89039892.06341499,-0.25049970988356407,96557203.18754233,-0.09444359891223453
2024-09-28,0.0,89039892.06341499,-0.25049970988356407,97953526.73862067,-0.01446110186483196
2024-09-29,0.0,89039892.06341499,-0.25049970988356407,94969351.01232539,0.030465219841019575
2024-09-30,0.0,89039892.06341499,-0.25049970988356407,88603984.58204275,0.06702548098340189
2024-10-01,0.0,89039892.06341499,-0.25049970988356407,89469359.03656359,-0.009766766795002768
2024-10-02,-0.026080678696961734,86717671.24729691,-0.2700471861333704,87249256.06798677,-0.0012665636470313713
2024-10-03,-0.012391446851817478,85643113.83292265,-0.27909235763073337,86194287.59276868,-0.000300014526067538
2024-10-04,-0.018692750473350728,84042208.47628306,-0.29256810430387364,84609424.81683123,-0.00030565290343687046
2024-10-05,-0.0036075949882832248,83739018.22617976,-0.2951202320653387,84329764.57719888,-0.00030228662295894715
2024-10-06,0.035043236277845,86673504.42755455,-0.2704189638101318,87307563.87569214,-0.00026813110735957046
2024-10-07,0.0059324094115347226,87187687.14095126,-0.26609079040456185,87851101.84302521,-0.0002931447467160453
2024-10-08,-0.004182518504691535,86823023.02610298,-0.26916037925445835,87510563.31805165,-0.0003062037194535572
2024-10-09,-0.0007013504913497837,86762129.65624315,-0.2696729539815661,84715395.4080416,0.031239569599076256
2024-10-10,0.0,86762129.65624315,-0.2696729539815661,80277168.19153179,0.052389854230539434
2024-10-11,0.0,86762129.65624315,-0.2696729539815661,79124239.29545596,0.014361853090346544
2024-10-12,0.0,86762129.65624315,-0.2696729539815661,79083012.27314271,0.0005210416261862694
2024-10-13,0.0,86762129.65624315,-0.2696729539815661,83651935.02558869,-0.057773757234556244
2024-10-14,0.0,86762129.65624315,-0.2696729539815661,84101044.25340308,-0.005368784687132422
2024-10-15,0.0,86762129.65624315,-0.2696729539815661,86846746.91790293,-0.032647664352737804
2024-10-16,0.0,86762129.65624315,-0.2696729539815661,85563372.66273072,0.014777459153252903
2024-10-17,0.0,86762129.65624315,-0.2696729539815661,82421639.58767578,0.0367182005253448
2024-10-18,0.0,86762129.65624315,-0.2696729539815661,79975057.36520527,0.029683736391435955
2024-10-19,0.0,86762129.65624315,-0.2696729539815661,78215027.55839586,0.022007234065144154
2024-10-20,0.0,86762129.65624315,-0.2696729539815661,83636191.79241404,-0.06931103143792527
2024-10-21,0.0,86762129.65624315,-0.2696729539815661,81538230.29970591,0.025084373735180354
2024-10-22,0.0,86762129.65624315,-0.2696729539815661,83823881.80160384,-0.02803165451956313
2024-10-23,0.0,86762129.65624315,-0.2696729539815661,81502490.90612023,0.02769366969878495
2024-10-24,0.0,86762129.65624315,-0.2696729539815661,84029910.56753305,-0.031010336411976036
2024-10-25,0.0,86762129.65624315,-0.2696729539815661,85165863.10836643,-0.013518430915387514
2024-10-26,0.0,86762129.65624315,-0.2696729539815661,84841175.68811145,0.0038124127250589446
2024-10-27,0.0,86762129.65624315,-0.2696729539815661,84832318.19841407,0.00010440083633389552
2024-10-28,0.0,86762129.65624315,-0.2696729539815661,83156607.92005786,0.01975320625374044
2024-10-29,0.0,86762129.65624315,-0.2696729539815661,84443399.08676776,-0.015474310447426642
2024-10-30,0.0,86762129.65624315,-0.2696729539815661,83315279.91420618,0.013359471370905096
2024-10-31,0.0,86762129.65624315,-0.2696729539815661,80147684.25737576,0.038019384440552084
2024-11-01,0.0,86762129.65624315,-0.2696729539815661,76966301.88785404,0.039694002378227844
2024-11-02,0.0,86762129.65624315,-0.2696729539815661,77483731.97100255,-0.006722813367107783
2024-11-03,0.0,86762129.65624315,-0.2696729539815661,81492036.72679047,-0.05173092020513392
2024-11-04,0.0,86762129.65624315,-0.2696729539815661,82007044.52924038,-0.0063197316343499566
2024-11-05,0.0,86762129.65624315,-0.2696729539815661,81794119.2709261,0.0025964264355162747
2024-11-06,0.0,86762129.65624315,-0.2696729539815661,82640396.92935997,-0.010346436467281395
2024-11-07,0.0,86762129.65624315,-0.2696729539815661,86193277.480078,-0.042992055734618395
2024-11-08,0.0,86762129.65624315,-0.2696729539815661,86901806.9111126,-0.008220240043643301
2024-11-09,0.0,86762129.65624315,-0.2696729539815661,85863358.87561612,0.011949671386679572
2024-11-10,0.0,86762129.65624315,-0.2696729539815661,89006064.17128812,-0.03660123872191634
2024-11-11,0.013601334793315711,87942210.42907877,-0.2597395313200561,90334052.98671181,-0.0013188712374558875
2024-11-12,0.05004214196686907,92343027.00825101,-0.22269531185391328,94881847.87127592,-0.00030204977700276636
2024-11-13,0.006765092558242536,92967736.13307013,-0.21743677369264908,95552045.992634,-0.00029840943285841526
2024-11-14,-0.038303961840594924,89406703.51582251,-0.24741204565097866,91922691.76828875,-0.0003209528255389005
2024-11-15,-0.042918871783354295,85569468.67105456,-0.2797122715693812,88008522.95482004,-0.00033777740749296736
2024-11-16,0.05379580479582047,90172747.10416469,-0.24096381353390264,92763596.5046227,-0.00023388903557952645
2024-11-17,0.056138739087194356,95234931.42662095,-0.19835247910414344,97991502.62623917,-0.00021856397787112236
2024-11-18,-0.004852754734718356,94772779.66222984,-0.20224267790674602,97546168.9906757,-0.0003081399096752646
2024-11-19,-0.011384487387837261,93693840.1474549,-0.21132473607867147,96467113.82762083,-0.0003224931114856888
2024-11-20,0.04777569224366984,98170128.21946731,-0.17364522938937094,101094276.37677255,-0.000190525108080708
2024-11-21,-0.034611204443356525,94772341.84143281,-0.20224636329771836,97634278.07987373,-0.0003857426179648682
2024-11-22,-0.02781126003537382,92136603.59831938,-0.22443289713221068,94956046.36319166,-0.0003799954287873053
2024-11-23,0.021556700923627492,94122764.80620718,-0.20771422904948544,97024802.22500914,-0.0002297565064219853
2024-11-24,-0.011768488865958826,93015082.09655207,-0.21703823532357414,95916064.49960148,-0.0003411249344519307
2024-11-25,0.0007388405223767158,93083805.4083972,-0.21645975144435967,96015443.15944323,-0.00029725974258099086
2024-11-26,-0.004348205761363633,92679057.86943075,-0.21986674566738962,95628484.33657551,-0.00031803300857924377
2024-11-27,0.011754538907785994,93768457.46109392,-0.2106966389760793,96776254.27625126,-0.0002478466537798596
2024-11-28,0.046155723552616656,98096408.46162346,-0.17426577124550807,101251132.1013734,-8.369600942237376e-05
2024-11-29,0.0038168254967509974,98470825.33457948,-0.1711140877876579,101666131.83989823,-0.0002818915241049602
2024-11-30,0.021615050527634905,100599277.19968434,-0.15319767691354333,103883067.71823764,-0.0001909908572246266
2024-12-01,-0.06504600525884774,94055696.08591738,-0.20827878527422952,97192426.04892519,-0.0006404980258549742
2024-12-02,-0.0006630001026177723,93993337.14976063,-0.20880369652083738,97157535.05052583,-0.00030401124085399633
2024-12-03,-0.026246625298097848,91526329.24907309,-0.22956992943549503,94652486.50725386,-0.0004632566487259293
2024-12-04,-0.03835869817140747,88015498.41067103,-0.25912262397445507,91074431.51485097,-0.0005566802378514923
2024-12-05,-0.02739999693600481,85603874.02389771,-0.27942266180751024,88624449.54942217,-0.0004991211942846352
2024-12-06,-0.00986875097085882,84759070.70901509,-0.2865338601133763,87783230.69644408,-0.0003768008684328361
2024-12-07,0.030457033209035034,87340580.54036652,-0.2648037981973273,90461398.86675493,-5.1848146357391656e-05
2024-12-08,-0.04188815930361789,83682044.38902117,-0.2955998138178525,86730357.64320631,-0.0006435923359517925
2024-12-09,-0.0007063729028228272,83622933.66041195,-0.29609738302211486,86919447.84222965,-0.0028865806658441295
2024-12-10,0.0,83622933.66041195,-0.29609738302211486,85677071.50580226,0.014293421866674372
2024-12-11,0.0,83622933.66041195,-0.29609738302211486,84881513.71525155,0.009285539019582845
2024-12-12,0.0,83622933.66041195,-0.29609738302211486,87707070.79896323,-0.033288250409747366
2024-12-13,0.0,83622933.66041195,-0.29609738302211486,89322608.20332418,-0.018419693984125685
2024-12-14,0.0,83622933.66041195,-0.29609738302211486,93252511.72238338,-0.04399673943816773
2024-12-15,0.0,83622933.66041195,-0.29609738302211486,92903357.37115662,0.0037441817359966656
2024-12-16,0.0,83622933.66041195,-0.29609738302211486,90945868.4348225,0.021070163573462586
2024-12-17,0.0,83622933.66041195,-0.29609738302211486,90403514.37268864,0.005963482140175946
2024-12-18,0.0,83622933.66041195,-0.29609738302211486,91213520.57889646,-0.008959897320679033
2024-12-19,0.0,83622933.66041195,-0.29609738302211486,91838364.88887122,-0.006850347470518825
2024-12-20,0.0,83622933.66041195,-0.29609738302211486,88761741.24805282,0.03350041831146788
2024-12-21,0.0,83622933.66041195,-0.29609738302211486,89125280.31618875,-0.004095673012092016
2024-12-22,0.0,83622933.66041195,-0.29609738302211486,89883139.8973594,-0.008503306564444868
2024-12-23,0.0,83622933.66041195,-0.29609738302211486,97231910.74055244,-0.0817591692010855
2024-12-24,0.0,83622933.66041195,-0.29609738302211486,103188243.04041794,-0.061259027561013424
2024-12-25,0.0,83622933.66041195,-0.29609738302211486,100494639.10070375,0.0261037872178822
2024-12-26,-0.009284818264805095,82846509.91860518,-0.30263299089687523,99691057.0771468,-0.001288550695231594
2024-12-27,-0.04593016781775516,79041355.81492832,-0.33466317465554773,95142139.78134413,-0.0003000237589710908
2024-12-28,-0.018008349756312048,77617951.43419999,-0.3466447929121049,93457874.21172704,-0.0003057253094804757
2024-12-29,0.011006138619271688,78472225.36702868,-0.3394538749352727,94513888.38801752,-0.000293221495619278
2024-12-30,0.03952334338070074,81573710.0760575,-0.31334688361554813,98274342.31926449,-0.00026397248772269677
2024-12-31,-0.022456990645104313,79741810.03199302,-0.3287670462266255,96099464.02125213,-0.00032630783730880353
2025-01-01,-0.02006288590186156,78141959.19571322,-0.3422339163917502,94203163.46505602,-0.00033019981969206746
2025-01-02,-0.06793814896385941,72833139.13154703,-0.3869213265633019,87843201.83800794,-0.0004249000122225066
2025-01-03,-0.0043152898619837066,72518843.02463622,-0.3895669387473817,87491362.63091461,-0.0003099804045465504
2025-01-04,-0.033183710213533835,70112398.75268595,-0.4098233725567489,84621885.55975763,-0.000386449034027847
2025-01-05,-0.016090438550292796,68984259.50894223,-0.4193195733144436,83289762.6181607,-0.0003483768745785598
2025-01-06,-0.0007024659999094185,68935800.41210827,-0.41972748157100304,81052637.49929437,0.026157078901453357
2025-01-07,0.0,68935800.41210827,-0.41972748157100304,80905413.34782664,0.0018164017360818852
2025-01-08,0.0,68935800.41210827,-0.41972748157100304,76451788.09805465,0.05504730852341211
2025-01-09,0.0,68935800.41210827,-0.41972748157100304,72954466.81238382,0.045745447852511556
2025-01-10,0.0,68935800.41210827,-0.41972748157100304,78012830.98119332,-0.0693359075849056
2025-01-11,0.0,68935800.41210827,-0.41972748157100304,74892511.01087308,0.03999752260076883
2025-01-12,0.0,68935800.41210827,-0.41972748157100304,72353869.19173475,0.03389713851054843
2025-01-13,0.0,68935800.41210827,-0.41972748157100304,76693743.47139485,-0.0599812329062821
2025-01-14,0.0,68935800.41210827,-0.41972748157100304,83915391.20339715,-0.09416214941569301
2025-01-15,0.0,68935800.41210827,-0.41972748157100304,80870090.56952208,0.036290132122410945
2025-01-16,0.0,68935800.41210827,-0.41972748157100304,80014164.23060295,0.010583966617216944
2025-01-17,0.0,68935800.41210827,-0.41972748157100304,80984718.24997817,-0.012129777630096372
2025-01-18,0.0,68935800.41210827,-0.41972748157100304,85561838.84536897,-0.056518324620979055
2025-01-19,0.0,68935800.41210827,-0.41972748157100304,82962519.25013097,0.0303794265097036
2025-01-20,0.0,68935800.41210827,-0.41972748157100304,82410910.49673183,0.0066488910701475445
2025-01-21,0.0,68935800.41210827,-0.41972748157100304,84559758.70633818,-0.026074802433975863
2025-01-22,0.0,68935800.41210827,-0.41972748157100304,85837669.27600497,-0.015112514382931819
2025-01-23,0.0,68935800.41210827,-0.41972748157100304,84907446.94510703,0.010836994279363132
2025-01-24,0.0,68935800.41210827,-0.41972748157100304,84645733.76113133,0.0030823348645132587
2025-01-25,0.0,68935800.41210827,-0.41972748157100304,81023178.5762181,0.04279666586783937
2025-01-26,0.0,68935800.41210827,-0.41972748157100304,80502883.38922234,0.006421559807189281
2025-01-27,0.0,68935800.41210827,-0.41972748157100304,79913248.09586418,0.00732439968028642
2025-01-28,0.0,68935800.41210827,-0.41972748157100304,80602854.39326216,-0.008629436468040153
2025-01-29,0.0,68935800.41210827,-0.41972748157100304,79267227.13184337,0.016570471002208542
2025-01-30,0.01496875286284216,69967683.37187934,-0.41104152564954033,80558429.44177757,-0.001320479858602397
2025-01-31,0.033306004532131395,72298027.3513659,-0.3914256720335867,83265749.02124883,-0.0003009016381028129
2025-02-01,0.005875215712379589,72722793.8576347,-0.3878501665797675,83779809.98049621,-0.00029852277301123387
2025-02-02,0.012162967277787873,73607318.81967442,-0.3804046081867739,84823388.47423624,-0.0002932377909865558
2025-02-03,0.0026031011130676074,73798926.11322384,-0.37879173873269334,85069458.67471188,-0.0002978700094240505
2025-02-04,0.0009036493789353894,73865614.46697216,-0.37823038427320954,85171771.76190881,-0.00029905119998985263
2025-02-05,-0.022222123388296322,72224163.66813478,-0.3920474253929838,83307373.85135484,-0.0003322663149251115
2025-02-06,0.0110474698309031,73022057.93732071,-0.3853310876663929,84251064.48490532,-0.00028034654264286196
2025-02-07,-0.002217838486304302,72860106.80687818,-0.38669432403650117,84089877.77904075,-0.0003046673370726838
2025-02-08,0.0680424531985151,77817687.214324,-0.34496350128337117,89823242.18498152,-0.00013893268726383745
2025-02-09,0.0513756154104299,81815618.78477624,-0.31131059804551103,94453392.90593827,-0.0001717414687778529
2025-02-10,0.013282346015696556,82902322.14296396,-0.3021631871114084,95732961.49038605,-0.0002647436661114
2025-02-11,-0.023586833526381135,80946918.87162745,-0.318622947845592,93510249.79711306,-0.0003690028161486003
2025-02-12,-0.03481207898085459,78128988.33861153,-0.34234309960093307,90293762.1089546,-0.0004149118773851823
2025-02-13,0.03916242750377541,81188709.18036571,-0.31658765891669705,93843803.53369217,-0.00015414699506810514
2025-02-14,0.009344087643910814,81947343.59464304,-0.31020179410468435,94745452.47115941,-0.00026388756079764875
2025-02-15,0.016332027487618417,83285709.86276807,-0.2989359908450921,96314871.94229698,-0.00023256142091310217
2025-02-16,-0.05516751325322866,78691044.36010925,-0.3376119488615071,91053503.35893989,-0.0005407616700543461
2025-02-17,0.030729501566070905,81109180.931009,-0.31725709420670006,93865056.29563518,-0.00014852984379087886
2025-02-18,0.01552013236686478,82368006.15522625,-0.3066608339362501,95342628.46329789,-0.00022131845599493438
2025-02-19,-0.034818137423169415,79500105.59764111,-0.3308016123011235,92069155.45174584,-0.0004843555219061768
2025-02-20,-0.014271532440687684,78365517.26156628,-0.34035209880042383,90790425.9328011,-0.0003827386022894341
